/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_26_304.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_26_304.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_26_304.jpg, 0, 1, 0, 0.9642996
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_26_405.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_26_405.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_26_405.jpg, 0, 1, 0, 0.1362848
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_26_508.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_26_508.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_26_508.jpg, 0, 1, 0, 1.154691
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_26_608.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_26_608.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_26_608.jpg, 0, 1, 0, 2.116104
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_26_709.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_26_709.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_26_709.jpg, 0, 1, 0, 3.12688
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_26_811.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_26_811.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_26_811.jpg, 0, 1, 0, 4.234928
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_26_913.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_26_913.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_26_913.jpg, 0, 1, 0, 5.399784
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_27_014.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_27_014.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_27_014.jpg, 0, 1, 0, 6.554289
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_27_115.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_27_115.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_27_115.jpg, 0, 1, 0, 7.697245
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_27_217.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_27_217.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_27_217.jpg, 0, 1, 0, 8.827413
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_27_318.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_27_318.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_27_318.jpg, -0.1846261, 1, 0, 9.93717
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_27_419.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_27_419.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_27_419.jpg, 0, 1, 0, 11.03814
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_27_519.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_27_519.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_27_519.jpg, 0, 1, 0, 11.88552
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_27_620.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_27_620.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_27_620.jpg, 0, 1, 0, 13.14788
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_27_721.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_27_721.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_27_721.jpg, 0, 1, 0, 14.44643
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_27_822.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_27_822.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_27_822.jpg, 0, 1, 0, 15.62396
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_27_925.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_27_925.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_27_925.jpg, -0.04886985, 1, 0, 16.54288
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_28_028.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_28_028.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_28_028.jpg, -0.3497458, 1, 0, 17.68403
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_28_129.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_28_129.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_28_129.jpg, -0.08590794, 1, 0, 18.55247
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_28_230.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_28_230.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_28_230.jpg, -0.01351762, 1, 0, 19.70582
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_28_330.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_28_330.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_28_330.jpg, -0.3090391, 1, 0, 20.58062
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_28_433.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_28_433.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_28_433.jpg, -0.3347698, 1, 0, 21.56507
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_28_533.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_28_533.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_28_533.jpg, -0.03527713, 1, 0, 22.51406
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_28_635.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_28_635.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_28_635.jpg, 0, 1, 0, 23.5072
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_28_737.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_28_737.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_28_737.jpg, 0, 1, 0, 24.46845
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_32_28_837.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_32_28_837.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_32_28_837.jpg, 0, 0.955687, 0, 25.43278
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_03_653.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_03_653.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_03_653.jpg, 0, 1, 0, 1.991679
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_03_756.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_03_756.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_03_756.jpg, -0.1415305, 1, 0, 3.149334
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_03_862.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_03_862.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_03_862.jpg, -0.3985262, 1, 0, 4.528761
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_03_971.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_03_971.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_03_971.jpg, -0.07391953, 1, 0, 5.691035
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_04_078.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_04_078.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_04_078.jpg, 0, 1, 0, 6.836102
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_04_189.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_04_189.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_04_189.jpg, -0.07210207, 1, 0, 8.199666
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_04_293.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_04_293.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_04_293.jpg, -0.3525867, 1, 0, 9.289847
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_04_394.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_04_394.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_04_394.jpg, -0.1197095, 1, 0, 10.40193
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_04_502.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_04_502.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_04_502.jpg, -0.2154243, 1, 0, 11.54375
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_04_619.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_04_619.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_04_619.jpg, -0.2914345, 1, 0, 12.89361
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_04_727.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_04_727.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_04_727.jpg, 0, 1, 0, 14.05884
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_04_835.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_04_835.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_04_835.jpg, -0.2887981, 1, 0, 15.05795
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_04_946.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_04_946.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_04_946.jpg, -0.3471329, 1, 0, 16.22565
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_05_051.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_05_051.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_05_051.jpg, -0.3201907, 1, 0, 17.31661
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_05_164.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_05_164.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_05_164.jpg, -0.6585517, 1, 0, 18.41297
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_05_275.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_05_275.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_05_275.jpg, -0.3595991, 1, 0, 19.45422
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_05_383.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_05_383.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_05_383.jpg, 0, 1, 0, 20.67181
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_05_487.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_05_487.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_05_487.jpg, 0, 1, 0, 21.61357
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_05_593.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_05_593.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_05_593.jpg, 0, 1, 0, 22.63708
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_05_706.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_05_706.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_05_706.jpg, 0.1512594, 1, 0, 23.76237
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_05_816.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_05_816.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_05_816.jpg, 0, 1, 0, 24.72482
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_05_920.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_05_920.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_05_920.jpg, 0, 1, 0, 25.68434
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_06_025.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_06_025.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_06_025.jpg, -0.3128757, 1, 0, 26.75716
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_06_127.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_06_127.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_06_127.jpg, -0.4499667, 1, 0, 27.51158
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_06_229.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_06_229.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_06_229.jpg, -0.1454008, 1, 0, 28.44206
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_06_336.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_06_336.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_06_336.jpg, 0, 1, 0, 29.34939
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_06_442.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_06_442.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_06_442.jpg, 0, 1, 0, 30.19105
/home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/center_2019_04_27_16_39_06_543.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/left_2019_04_27_16_39_06_543.jpg, /home/felipe/Desktop/testes carro autonomo/autocar/simulador carro/simulator-linux/Dados/IMG/right_2019_04_27_16_39_06_543.jpg, 0, 1, 0, 30.18988
